experiment,track,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,saving_vs_original_b0_yuan,saving_vs_original_b1_yuan,saving_vs_matched_b0_yuan
baseline,B0,2025-07-12,49377.57561666667,0.0,0.0,1777.4305000000013,20070.761916666666,36574.10114548333,6612.628020875003,43186.72916635833,0.0,-8038.236326113263,0.0
baseline,B0,2025-07-13,49669.77083333333,0.0,0.0,26953.994866666668,7356.045499999999,36800.76598877333,116137.40997388335,152938.17596265668,0.0,7860.16301086967,0.0
baseline,B0,2025-07-14,76619.33428333333,0.0,0.0,2070.5827333333364,6882.237516666665,60026.353288255,7894.806756116679,67921.16004437167,0.0,-1986.3001275674033,0.0
baseline,B0,2025-07-15,76126.72486666666,0.0,0.0,2048.8865000000014,5426.560266666663,59510.72646983499,8168.801270000005,67679.527739835,0.0,-5150.380592149566,0.0
baseline,B0,2025-07-16,75819.39795,0.0,0.0,3113.5873666666694,6798.422416666665,59210.91671897167,11294.271867150008,70505.18858612167,0.0,-9141.941926038147,0.0
baseline,B0,2025-07-17,76893.11816666665,0.0,0.0,3659.093583333335,7831.795449999998,59768.15410759333,16297.915623066674,76066.06973066,0.0,-6327.127615606776,0.0
baseline,B0,2025-07-18,78362.02876666667,0.0,0.0,0.0,47087.780066666666,61461.31396202999,0.0,61461.31396202999,0.0,-12782.194121177832,0.0
baseline,B0,2025-07-19,48188.2516,0.0,0.0,2133.4166833333347,23138.849583333333,35658.309474855,8050.2761891000055,43708.585663955004,0.0,-12130.783037144258,0.0
baseline,B0,2025-07-20,48619.009733333325,0.0,0.0,27089.241066666673,3618.272,36110.804304795,115134.81547932501,151245.61978412,0.0,19662.147501313535,0.0
baseline,B0,2025-07-21,75760.02364999999,0.0,0.0,3156.9126833333344,4927.18713333333,59159.90528088667,13221.958387500003,72381.86366838668,0.0,-7458.253120851245,0.0
baseline,B0,2025-07-22,77525.63458333333,0.0,0.0,2728.475000000002,6458.9649833333315,60801.96407268832,10425.006791508338,71226.97086419666,0.0,-5701.569630690166,0.0
baseline,B0,2025-07-23,77156.17488333333,0.0,0.0,3332.274916666667,6271.902699999998,60189.52562687166,14598.255219500003,74787.78084637166,0.0,-9304.727922809703,0.0
baseline,B0,2025-07-24,78466.44905,0.0,0.0,2224.8984666666693,7074.875316666666,61652.224264715,8265.823440950011,69918.04770566501,0.0,-6832.433601928933,0.0
baseline,B0,2025-07-25,77437.15049999999,0.0,0.0,0.0,50931.83,60334.01926538166,0.0,60334.01926538166,0.0,-11370.548521360324,0.0
baseline,B0,2025-07-26,47694.32816666666,0.0,0.0,1613.1352000000015,20838.371166666664,35353.916446655,5765.9963258583375,41119.91277251334,0.0,-7571.160556374998,0.0
baseline,B0,2025-07-27,48020.28768333333,0.0,0.0,30452.824216666668,4787.922699999999,35664.61295943833,129572.25178725834,165236.86474669666,0.0,16145.118673331948,0.0
baseline,B0,2025-07-28,78463.36741666668,0.0,0.0,2793.8939166666696,3302.383833333332,61574.89683571333,11615.911572358344,73190.80840807167,0.0,-2004.871994439105,0.0
baseline,B0,2025-07-29,79167.65181666665,0.0,0.0,1999.2276666666678,5097.633283333329,62374.45415150167,7903.76921581667,70278.22336731834,0.0,-8749.606158876144,0.0
baseline,B0,2025-07-30,77357.93909999999,0.0,0.0,3425.336500000003,6680.021599999998,60794.774036564995,13541.99504780001,74336.769084365,0.0,-10862.324771508043,0.0
baseline,B0,2025-07-31,78132.97141666667,0.0,0.0,2359.4892333333355,5797.463749999997,61322.690310483325,10418.633271266675,71741.32358175,0.0,-5708.250919526094,0.0
baseline,B0,2025-08-01,77877.30961666667,0.0,0.0,0.0,56625.949316666665,61428.467996365,0.0,61428.467996365,0.0,-11813.446825444502,0.0
baseline,B0,2025-08-02,47056.05046666667,0.0,0.0,1421.5489333333348,27550.574799999995,34783.476866155004,5387.249462266673,40170.726328421675,0.0,-8227.643475277233,0.0
baseline,B0,2025-08-03,46475.16766666666,0.0,0.0,26509.00603333334,10144.6944,34650.97904248167,110920.87723889167,145571.85628137333,0.0,10892.57750452761,0.0
baseline,B0,2025-08-04,73043.11945,0.0,0.0,2173.9903833333346,9801.454633333331,56860.36001172333,8426.03748261667,65286.397494339995,0.0,-4646.251798474448,0.0
baseline,B0,2025-08-05,73548.52835,0.0,0.0,1787.566183333335,10183.78413333333,57133.49613361166,7245.088348375005,64378.58448198667,0.0,-8593.031752373943,0.0
baseline,B0,2025-08-06,73162.38053333333,0.0,0.0,3681.9276500000014,8729.908583333334,56843.190316646665,14996.642505058338,71839.832821705,0.0,-4794.4793686458725,0.0
baseline,B0,2025-08-07,75043.88621666667,0.0,0.0,2214.2655833333347,13870.1665,58463.33708320833,8123.1523754250065,66586.48945863334,0.0,-12022.308672043153,0.0
baseline,B0,2025-08-08,73850.96678333332,0.0,0.0,0.0,58075.794983333326,57367.08506524,0.0,57367.08506524,0.0,-14244.324626002403,0.0
baseline,B0,2025-08-09,46367.39133333333,0.0,0.0,1657.1670500000012,29102.62918333333,34477.53506712833,6056.634938600005,40534.17000572834,0.0,-5274.25519269488,0.0
baseline,B0,2025-08-10,46510.86371666666,0.0,0.0,26123.094783333338,7329.339400000001,34577.93597607833,110168.27623020834,144746.21220628667,0.0,24541.11158895513,0.0
baseline,B0,2025-08-11,72631.77871666665,0.0,0.0,2689.394566666668,10759.920283333333,56610.65911884666,10472.850231875005,67083.50935072167,0.0,-10163.930163730096,0.0
baseline,B0,2025-08-12,73726.30703333335,0.0,0.0,2638.9915833333353,8604.753416666665,57504.48133911666,10522.146511125005,68026.62785024167,0.0,-549.7372909488768,0.0
baseline,B0,2025-08-13,74069.92559999999,0.0,0.0,1772.5499333333346,9721.49633333333,57786.38685044,6847.3978026166715,64633.784653056675,0.0,-8884.546476185686,0.0
baseline,B0,2025-08-14,72266.358,0.0,0.0,3547.0930166666685,9887.159216666665,56321.768362920004,15509.130924658339,71830.89928757834,0.0,-10986.969899034062,0.0
baseline,B0,2025-08-15,74416.76818333333,0.0,0.0,0.0,57257.04048333333,58525.64155456666,0.0,58525.64155456666,0.0,-13896.47070208993,0.0
baseline,B0,2025-08-16,46862.57085,0.0,0.0,1588.0051000000012,31521.29565,34730.147255749995,6513.304519066672,41243.45177481667,0.0,-6557.529507729196,0.0
baseline,B0,2025-08-17,46625.76179999999,0.0,0.0,26530.206400000003,9990.5747,34696.53570117166,112265.01129554166,146961.54699671332,0.0,15140.902096409176,0.0
baseline,B0,2025-08-18,73091.13028333333,0.0,0.0,2504.6025500000037,11201.61653333333,57121.81345652166,10659.560688941681,67781.37414546334,0.0,-5420.954200820561,0.0
baseline,B0,2025-08-19,73672.44371666666,0.0,0.0,2084.9124666666685,11439.69528333333,57728.56438347666,8222.043619733338,65950.60800321,0.0,-10208.371859773397,0.0
baseline,B0,2025-08-20,73070.91576666667,0.0,0.0,4566.355683333335,6986.579549999999,56945.42763500833,21020.872995691676,77966.3006307,0.0,-265.10545943432953,0.0
baseline,B0,2025-08-21,75765.25528333333,0.0,0.0,1437.9436333333356,11358.780316666664,59784.83660125833,5150.021792500007,64934.85839375833,0.0,-11288.0829550442,0.0
baseline,B0,2025-08-22,72575.73793333332,0.0,0.0,0.0,51345.16913333333,56537.95944782834,0.0,56537.95944782834,0.0,-12362.35026211993,0.0
baseline,B0,2025-08-23,47764.813749999994,0.0,0.0,1078.7286166666681,26313.536366666664,35659.65360878666,3549.6031284500045,39209.25673723667,0.0,-10519.195141159576,0.0
baseline,B0,2025-08-24,46869.110649999995,0.0,0.0,27794.68455,10930.2065,34956.96877050833,117800.16040445834,152757.12917496666,0.0,15306.974205865088,0.0
baseline,B0,2025-08-25,74654.45881666665,0.0,0.0,2768.1807000000017,6649.553116666666,58513.00865128666,11118.974118450009,69631.98276973667,0.0,5288.022751519806,0.0
baseline,B0,2025-08-26,75742.86366666666,0.0,0.0,1406.3360166666687,11620.38108333333,59395.83566201499,5665.503311566676,65061.33897358167,0.0,-12029.981612999938,0.0
baseline,B0,2025-08-27,74035.5691,0.0,0.0,2787.2787333333354,8908.699333333332,58146.036619766666,12151.315799908341,70297.35241967501,0.0,-8519.073357413676,0.0
baseline,B0,2025-08-28,75493.44274999999,0.0,0.0,2355.7153000000017,7081.363149999997,59615.233639750004,8897.719391041675,68512.95303079169,0.0,-443.9270674298168,0.0
baseline,B0,2025-08-29,75099.16753333333,0.0,0.0,0.0,52543.946833333335,59150.53038348499,0.0,59150.53038348499,0.0,-12038.384706449928,0.0
baseline,B0,2025-08-30,47573.52048333333,0.0,0.0,1872.9913833333358,30933.791066666665,35767.78854580167,6445.263109141676,42213.051654943345,0.0,-8506.161052434698,0.0
baseline,B0,2025-08-31,47296.58346666666,0.0,0.0,26543.978333333336,7193.938399999999,35342.767379741665,113725.38302984167,149068.15040958335,0.0,16599.85384937498,0.0
baseline,B0,2025-09-01,73961.88633333333,0.0,0.0,27.061233333333462,20414.81316666666,58139.722195715,69.45567053333359,58209.177866248334,0.0,-11359.954858679273,0.0
baseline,B0,2025-09-02,62344.96105,0.0,0.0,2877.1017333333357,11164.307283333332,48760.298590901664,12504.162848458342,61264.461439360006,0.0,-8138.252046544629,0.0
baseline,B0,2025-09-03,63909.57288333333,0.0,0.0,2866.4218833333366,11228.277666666665,50323.06984643666,11057.987917766679,61381.05776420334,0.0,-9336.653796538121,0.0
baseline,B0,2025-09-04,64375.18324999999,0.0,0.0,2369.836016666668,12819.453166666663,50356.53031806167,10973.921906075004,61330.45222413667,0.0,-12097.764864066172,0.0
baseline,B0,2025-09-05,64850.017016666665,0.0,0.0,0.0,58025.75551666666,51210.887177829994,0.0,51210.887177829994,0.0,-14476.23174392432,0.0
baseline,B0,2025-09-06,38040.09778333334,0.0,0.0,1528.2013500000012,31847.21573333333,28477.726497576667,5566.479824708338,34044.206322285005,0.0,-11847.390260376298,0.0
baseline,B0,2025-09-07,38276.862799999995,0.0,0.0,25179.346000000005,8495.2248,28571.872093291666,107599.77771429167,136171.64980758334,0.0,24631.106438257033,0.0
baseline,B0,2025-09-08,63445.603599999995,0.0,0.0,3724.151316666668,7774.184716666665,50087.29262889332,14420.879935050005,64508.17256394333,0.0,-3823.520101526694,0.0
baseline,B0,2025-09-09,65956.58488333333,0.0,0.0,1261.008266666668,14114.758849999997,51869.80428883666,5051.811150275005,56921.615439111665,0.0,-12740.20971763679,0.0
baseline,B0,2025-09-10,65110.65798333333,0.0,0.0,3493.274050000001,7287.933133333332,51213.61749735166,15654.796340208337,66868.41383756,0.0,4406.924493303741,0.0
baseline,B0,2025-09-11,67010.95706666666,0.0,0.0,1354.041366666669,14868.91223333333,53071.08034225167,5572.777657583343,58643.85799983501,0.0,-12985.783315686545,0.0
baseline,B0,2025-09-12,65182.8911,0.0,0.0,0.0,53631.23449999999,51577.39905824333,0.0,51577.39905824333,0.0,-14864.140804223149,0.0
baseline,B0,2025-09-13,39337.50616666666,0.0,0.0,1259.4105000000009,32589.814266666668,29391.086500246667,4823.913238100004,34214.99973834667,0.0,-9910.894672640621,0.0
baseline,B0,2025-09-14,39064.765583333334,0.0,0.0,27392.60741666667,6358.0486,29326.926640109996,116601.30010485002,145928.22674496,0.0,24912.321570395987,0.0
baseline,B0,2025-09-15,66428.69356666665,0.0,0.0,2004.2748833333358,13365.937949999998,52634.9234602,7827.51018322501,60462.43364342501,0.0,-12971.701292102283,0.0
baseline,B0,2025-09-16,66495.84795,0.0,0.0,1949.434583333336,8953.512933333333,52599.04138903,7004.26252492501,59603.30391395501,0.0,-3067.5604188605575,0.0
baseline,B0,2025-09-17,66897.1171,0.0,0.0,2226.4915333333347,9163.49023333333,52731.330674405,10084.217210958339,62815.54788536334,0.0,-5897.539711482474,0.0
baseline,B0,2025-09-18,67021.48321666667,0.0,0.0,1557.1082833333357,9622.5405,53102.530713390006,6805.852292291675,59908.38300568168,0.0,-11332.121974850583,0.0
baseline,B0,2025-09-19,66954.94101666666,0.0,0.0,0.0,50853.58861666666,53237.89503770166,0.0,53237.89503770166,0.0,-13938.34732928808,0.0
baseline,B0,2025-09-20,39687.20879999999,0.0,0.0,1747.9878833333344,25789.762983333334,29744.833608358334,6661.160012583338,36405.99362094167,0.0,-9015.699283915244,0.0
baseline,B0,2025-09-21,39697.17776666666,0.0,0.0,25750.544233333334,7160.234200000001,29903.937922256664,109790.37677621668,139694.31469847335,0.0,16705.781496346724,0.0
baseline,B0,2025-09-22,65466.34013333333,0.0,0.0,3354.255666666669,8206.575699999998,51869.97431254833,13378.243471266675,65248.217783815,0.0,-10959.241485727784,0.0
baseline,B0,2025-09-23,67800.78731666667,0.0,0.0,2256.998150000002,7941.169166666664,53678.45026482499,9975.729094825008,63654.17935965,0.0,-7312.51530733105,0.0
baseline,B0,2025-09-24,68641.16605,0.0,0.0,1891.928250000002,9469.869099999998,54761.081836408324,6920.523795241673,61681.605631649996,0.0,-11166.452582137477,0.0
baseline,B0,2025-09-25,68049.97404999999,0.0,0.0,1790.708233333336,9505.23348333333,54031.11867374333,7224.018067908344,61255.13674165167,0.0,-11605.514714171673,0.0
baseline,B0,2025-09-26,68077.0303,0.0,0.0,0.0,50382.786799999994,53979.10748463833,0.0,53979.10748463833,0.0,-13840.345772386412,0.0
baseline,B0,2025-09-27,39384.360100000005,0.0,0.0,2496.943316666668,24080.000516666667,29532.340641511666,9629.386746783339,39161.727388295,0.0,-5182.290856120191,0.0
baseline,B0,2025-09-28,40997.80633333333,0.0,0.0,27586.37296666667,5096.5505,30963.134072418332,117737.82180235833,148700.95587477667,0.0,16557.009641215293,0.0
baseline,B0,2025-09-29,68548.49618333334,0.0,0.0,1931.8645000000022,7720.468783333331,54495.44046349499,7846.076229383342,62341.51669287833,0.0,-12557.243294731292,0.0
baseline,B0,2025-09-30,68961.10973333333,0.0,0.0,3136.6024166666703,6675.537049999997,54942.62017944666,13145.92193814168,68088.54211758834,0.0,-7765.958262953143,0.0
baseline,B0,2025-10-01,70957.0625,0.0,0.0,263.66515000000095,21559.20585,56628.95831342666,777.998620325003,57406.95693375166,0.0,-13150.604973853355,0.0
baseline,B0,2025-10-02,62971.715599999996,0.0,0.0,1567.3366000000024,12808.268999999998,49142.62598443167,6753.401389833344,55896.02737426501,0.0,-10598.865428195008,0.0
baseline,B0,2025-10-03,63211.76866666666,0.0,0.0,0.0,55394.61406666666,49482.459411138334,0.0,49482.459411138334,0.0,-15091.393357848341,0.0
baseline,B0,2025-10-04,36506.37918333333,0.0,0.0,1981.777900000001,25392.175483333333,26886.462489299996,7352.06071649167,34238.523205791666,0.0,-7395.099026008829,0.0
baseline,B0,2025-10-05,37837.91905,0.0,0.0,26577.56155,9679.5199,27908.87583844833,112552.94032845832,140461.81616690665,0.0,14565.001379587222,0.0
baseline,B0,2025-10-06,64422.26935,0.0,0.0,1972.064316666669,8661.224966666665,50422.36688164166,8354.364009916675,58776.730891558334,0.0,-7144.749493213334,0.0
baseline,B0,2025-10-07,65469.58646666666,0.0,0.0,1462.9717166666676,9160.994883333331,51469.05604114,6364.655061583337,57833.71110272333,0.0,-11089.281770320005,0.0
baseline,B0,2025-10-08,65661.2759,0.0,0.0,1218.6884166666691,10401.469216666665,51715.63482786833,4733.358218083343,56448.99304595167,0.0,-12384.883352177341,0.0
baseline,B0,2025-10-09,64946.38746666666,0.0,0.0,1606.2665666666694,10792.67213333333,51080.56522186499,6556.720189616676,57637.285411481666,0.0,-11322.233626239991,0.0
baseline,B0,2025-10-10,65739.96106666667,0.0,0.0,0.0,56396.34916666665,51815.278534478326,0.0,51815.278534478326,0.0,-14894.449012109137,0.0
baseline,B0,2025-10-11,38299.597266666664,0.0,0.0,1049.6199000000006,25242.903266666664,28241.90153523333,4233.654886291668,32475.556421524998,0.0,-7854.842001410128,0.0
baseline,B0,2025-10-12,38236.008833333326,0.0,0.0,27443.14816666667,7164.2005,28424.281248285,116974.035709575,145398.31695786,0.0,20979.645035650843,0.0
baseline,B0,2025-10-13,65673.27679999999,0.0,0.0,1465.3314166666687,10111.212816666663,51816.57380423833,6018.892782650008,57835.46658688834,0.0,-12294.439590851973,0.0
baseline,B0,2025-10-14,66004.8474,0.0,0.0,2704.0472000000022,7935.065499999998,52179.49159176333,10837.01301185834,63016.50460362167,0.0,-7131.567831919936,0.0
baseline,B0,2025-10-15,67986.54251666667,0.0,0.0,1114.344383333334,7180.863099999997,53730.726589383325,4454.934228925002,58185.66081830833,0.0,-6674.753141324007,0.0
baseline,B0,2025-10-16,67217.4156,0.0,0.0,3059.4600833333348,7310.402983333332,53113.43513507666,12664.850628241673,65778.28576331833,0.0,-12463.410130331278,0.0
baseline,B0,2025-10-17,69506.75761666665,0.0,0.0,0.0,53502.55911666666,55153.99952681833,0.0,55153.99952681833,0.0,-13667.421371093209,0.0
baseline,B0,2025-10-18,38590.82136666666,0.0,0.0,1185.0906666666674,23699.31883333333,28562.465140760003,4147.283901983335,32709.749042743337,0.0,-9869.721798522445,0.0
baseline,B0,2025-10-19,38637.2475,0.0,0.0,31283.435200000004,6034.9588,28510.837470346665,134742.14692666667,163252.98439701332,0.0,18164.942570655927,0.0
baseline,B0,2025-10-20,69897.13323333333,0.0,0.0,2013.4767166666702,7469.827149999997,55449.196458026665,9031.245141408348,64480.44159943501,0.0,-8604.561181167424,0.0
baseline,B0,2025-10-21,69494.52681666666,0.0,0.0,1505.9929500000017,4537.938266666664,55294.74963535834,5829.927698891672,61124.67733425001,0.0,-7566.5033574136905,0.0
baseline,B0,2025-10-22,69776.78228333333,0.0,0.0,2149.7465666666694,6371.632949999999,55370.62393605166,9591.806757725013,64962.430693776674,0.0,-12117.93349633582,0.0
baseline,B0,2025-10-23,70256.95458333334,0.0,0.0,1320.7352333333351,8198.192816666662,56037.573475766665,5483.711488925006,61521.28496469167,0.0,-10553.999470682975,0.0
baseline,B0,2025-10-24,69292.03721666666,0.0,0.0,0.0,50871.98641666667,55062.38881318334,0.0,55062.38881318334,0.0,-13429.877309388772,0.0
baseline,B0,2025-10-25,40051.87128333333,0.0,0.0,872.4670500000009,21525.90583333333,29876.220610253335,3008.6179052750035,32884.83851552834,0.0,-9629.986512104602,0.0
baseline,B0,2025-10-26,39454.18248333333,0.0,0.0,29719.62401666667,4629.4941,29369.007942559998,127349.51903400001,156718.52697656,0.0,17556.118192329857,0.0
baseline,B0,2025-10-27,69160.91148333333,0.0,0.0,2483.664100000003,8091.993383333331,54833.39802398834,10312.411320150015,65145.80934413835,0.0,-12508.858197332353,0.0
baseline,B0,2025-10-28,70533.44799999999,0.0,0.0,1442.0509500000016,6003.076449999997,56004.14827340833,6153.884261733339,62158.03253514167,0.0,-6378.215537164193,0.0
baseline,B0,2025-10-29,70518.33494999999,0.0,0.0,2439.7581333333346,3645.8360833333318,56099.247635584994,10874.227226900006,66973.474862485,0.0,-6093.837835640268,0.0
baseline,B0,2025-10-30,71973.02743333334,0.0,0.0,1260.747850000003,8445.95818333333,57633.786727909996,4453.443048041678,62087.22977595167,0.0,-12060.040215381065,0.0
baseline,B0,2025-10-31,70394.7366,0.0,0.0,0.0,46490.444899999995,56006.83088968833,0.0,56006.83088968833,0.0,-13276.206931515313,0.0
baseline,B0,2025-11-01,40471.98886666667,0.0,0.0,1032.2679666666675,18960.218433333335,30238.225434313328,3106.2883722333363,33344.51380654667,0.0,-11571.971455538172,0.0
baseline,B0,2025-11-02,40137.70286666666,0.0,0.0,32091.620433333337,3432.9395,29769.829430786664,139815.21728461666,169585.04671540332,0.0,16525.908496146614,0.0
baseline,B0,2025-11-03,72254.2753,0.0,0.0,1190.3838500000024,3939.729249999999,57743.54230786666,4405.445755016676,62148.988062883334,0.0,-8267.299430412604,0.0
baseline,B0,2025-11-04,71676.71144999999,0.0,0.0,1377.510333333336,5474.149083333331,57010.967325461665,5973.58815020001,62984.55547566168,0.0,-11526.391305035417,0.0
baseline,B0,2025-11-05,71657.11911666667,0.0,0.0,2265.170550000001,4244.269866666664,57212.04258922166,9172.338011258336,66384.38060048,0.0,-9403.93912197926,0.0
baseline,B0,2025-11-06,72817.84946666667,0.0,0.0,2350.209866666669,3798.474933333332,58079.93298299333,10772.057398025008,68851.99038101833,0.0,-7769.770203433647,0.0
